,REVENUE,CROSS_SELL_SUCCESS,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,MOBILE_LOGINS,PC_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,FOLLOWED_RECOMMENDATIONS_PCT,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED,ln_REVENUE,ln_AVG_TIME_PER_SITE_VISIT,ln_AVG_PREP_VID_TIME,ln_TOTAL_MEALS_ORDERED,ln_UNIQUE_MEALS_PURCH,ln_CONTACTS_W_CUSTOMER_SERVICE,ln_WEEKLY_PLAN,ln_TOTAL_PHOTOS_VIEWED
425,1195.0,1,Arrec Durrandon,arrec.durrandon@gmail.com,Arrec,Durrandon,36,4,5,10,76.51,1,0,1,0,5,1,28,7,8,0,0,70,92.3,3,0,2,17,0,7.085901464365611,4.3374214512437606,4.525044141508807,3.58351893845611,1.3862943611198906,1.6094379124341003,3.332204510175204,0.0
426,2000.0,1,Arron,arron@protonmail.com,Arron,Arron,67,3,8,1,105.82,1,2,0,1,6,1,4,0,3,1,0,60,209.0,5,2,3,12,240,7.600902459542082,4.661739537475985,5.342334251964811,4.204692619390966,1.0986122886681098,2.0794415416798357,1.3862943611198906,5.480638923341991
427,820.0,1,Arthur Ambrose,arthur.ambrose@live.com,Arthur,Ambrose,15,9,11,5,111.06,1,3,0,0,5,1,21,0,1,1,0,70,94.4,2,0,3,13,0,6.709304340258298,4.710070595813461,4.547541073151455,2.70805020110221,2.1972245773362196,2.3978952727983707,3.044522437723423,0.0
428,1789.0,1,Arwood Frey,arwood.frey@dupont.com,Arwood,Frey,64,5,7,10,98.37,1,0,0,1,5,1,52,0,3,0,0,50,148.4,6,1,3,13,0,7.489412083508719,4.588735879524666,4.99991133073328,4.1588830833596715,1.6094379124341003,1.9459101490553132,3.9512437185814275,0.0
429,1100.0,1,Aurane Waters,aurane.waters@gmail.com,Aurane,Waters,45,2,4,3,87.5,1,0,0,0,5,2,3,4,3,1,0,70,98.0,3,0,3,13,0,7.003065458786462,4.471638793363569,4.584967478670572,3.8066624897703196,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.0
430,1460.0,1,Axell Florent,axell.florent@verizon.com,Axell,Florent,146,7,7,3,210.73999999999998,0,1,0,0,6,1,46,0,3,0,0,60,154.8,5,1,3,14,0,7.286191714702382,5.350625146171382,5.042133961155627,4.983606621708336,1.9459101490553132,1.9459101490553132,3.828641396489095,0.0
431,1100.0,1,Azor Ahai,azor.ahai@merck.com,Azor,Ahai,66,3,6,2,94.4,1,0,0,1,5,2,0,0,5,1,1,50,110.7,3,0,2,18,0,7.003065458786462,4.547541073151455,4.706823839714591,4.189654742026425,1.0986122886681098,1.791759469228055,0.0,0.0
432,1095.0,1,Azzak,azzak@pg.com,Azzak,Azzak,13,6,11,3,81.22,1,2,0,1,5,2,0,0,3,0,0,60,79.2,3,0,2,17,0,6.9985096422506015,4.397161522258152,4.37197629882038,2.5649493574615367,1.791759469228055,2.3978952727983707,0.0,0.0
433,825.0,1,Baela Targaryen,baela.targaryen@mcdonalds.com,Baela,Targaryen,15,3,11,4,128.42,1,2,0,0,5,1,3,0,2,0,0,70,86.1,2,0,3,14,0,6.715383386334681,4.855306142365902,4.455509411433685,2.70805020110221,1.0986122886681098,2.3978952727983707,1.0986122886681098,0.0
434,2029.0,1,Baelon Targaryen (son of Aerys),baelon.targaryen.(son.of.aerys)@yahoo.com,Baelon,Targaryen ,56,3,9,3,150.91,1,0,0,0,5,2,3,0,1,0,0,60,190.8,7,0,3,14,0,7.615298339825815,5.016683632630459,5.251225759014186,4.02535169073515,1.0986122886681098,2.1972245773362196,1.0986122886681098,0.0
435,5018.0,1,Baelon Targaryen (son of Viserys I),baelon.targaryen.(son.of.viserys.i)@mcdonalds.com,Baelon,Targaryen ,110,3,8,3,170.23,1,0,0,1,6,1,37,0,4,0,0,60,223.4,7,1,4,12,748,8.520786726926367,5.137150463826479,5.4089638866351,4.700480365792417,1.0986122886681098,2.0794415416798357,3.6109179126442243,6.617402977974478
436,5055.0,1,Baelor Targaryen (son of Daeron II),baelor.targaryen.(son.of.daeron.ii)@live.com,Baelor,Targaryen ,210,10,8,6,125.44,1,3,0,1,5,2,8,0,4,1,0,50,193.2,5,1,4,11,426,8.528133131454572,4.831827556602097,5.263725921778417,5.3471075307174685,2.302585092994046,2.0794415416798357,2.0794415416798357,6.054439346269371
437,1945.0,1,Balon Greyjoy,balon.greyjoy@gmail.com,Balon,Greyjoy,75,3,9,2,88.53,1,0,0,0,5,2,0,0,4,0,0,60,174.4,5,0,3,13,0,7.573017256052546,4.483341477622957,5.161351511474879,4.31748811353631,1.0986122886681098,2.1972245773362196,0.0,0.0
438,1344.0,1,Barba Bracken,barba.bracken@mcdonalds.com,Barba,Bracken,31,5,6,8,178.2,1,1,0,1,6,2,0,0,4,0,0,70,158.8,5,1,3,13,0,7.203405521083095,5.182906515036709,5.067645548813036,3.4339872044851463,1.6094379124341003,1.791759469228055,0.0,0.0
439,1900.0,1,Barbara Bracken,barbara.bracken@protonmail.com,Barbara,Bracken,174,3,8,3,97.86,1,1,0,0,6,2,3,6,4,1,1,50,192.3,6,1,3,12,0,7.549609165154532,4.583537885860977,5.259056652594734,5.159055299214529,1.0986122886681098,2.0794415416798357,1.0986122886681098,0.0
440,940.0,1,Barthogan Stark,barthogan.stark@merck.com,Barthogan,Stark,15,7,12,1,228.73,1,3,0,0,5,1,30,0,0,1,0,50,102.0,4,0,1,16,0,6.84587987526405,5.432542268639268,4.624972813284271,2.70805020110221,1.9459101490553132,2.4849066497880004,3.4011973816621555,0.0
441,765.0,1,Bayard Norcross,bayard.norcross@cocacola.com,Bayard,Norcross,12,3,11,3,70.38,1,1,0,1,6,1,4,0,2,0,0,50,86.4,3,0,3,14,0,6.639875833826536,4.253909131893439,4.45898767581001,2.4849066497880004,1.0986122886681098,2.3978952727983707,1.3862943611198906,0.0
442,1285.0,1,Bearded Ben,bearded.ben@jpmorgan.com,Bearded,Ben,110,5,8,2,187.60999999999999,1,1,0,0,5,1,14,0,5,1,1,50,83.6,3,0,2,15,0,7.158513997329321,5.234365340055519,4.426043520090656,4.700480365792417,1.6094379124341003,2.0794415416798357,2.6390573296152584,0.0
443,3000.0,1,Becca,becca@walmart.com,Becca,Becca,209,6,6,2,123.88,1,1,0,0,5,2,9,0,0,0,0,50,267.3,7,1,3,15,229,8.006367567650246,4.819313355105002,5.588371623144873,5.342334251964811,1.791759469228055,1.791759469228055,2.1972245773362196,5.43372200355424
444,1859.0,1,Bella,bella@gmail.com,Bella,Bella,77,3,7,8,77.2,1,0,0,1,5,1,4,4,1,1,0,60,158.2,4,0,3,13,0,7.527793987721444,4.3463994570307305,5.063860055333554,4.343805421853684,1.0986122886681098,1.9459101490553132,1.3862943611198906,0.0
445,1780.0,1,Benedar Belmore,benedar.belmore@jpmorgan.com,Benedar,Belmore,44,9,6,6,37.35,1,1,0,1,5,1,20,0,2,0,0,70,124.5,3,0,3,14,0,7.484368643286131,3.6203329115788265,4.824305715904762,3.784189633918261,2.1972245773362196,1.791759469228055,2.995732273553991,0.0
446,1770.0,1,Bennet,bennet@visa.com,Bennet,Bennet,46,2,6,10,106.43,1,0,0,0,5,2,0,2,7,1,1,50,133.7,3,1,3,14,0,7.478734825567875,4.667487492052953,4.895598484107897,3.828641396489095,0.6931471805599453,1.791759469228055,0.0,0.0
447,2120.0,1,Bennis,bennis@nike.com,Bennis,Bennis,75,3,6,4,100.67,1,0,0,1,5,1,13,5,2,0,0,50,166.1,4,1,3,11,0,7.659171367666058,4.611847840741332,5.112590016619249,4.31748811353631,1.0986122886681098,1.791759469228055,2.5649493574615367,0.0
448,1145.0,1,Beqqo,beqqo@boeing.com,Beqqo,Beqqo,33,9,4,10,107.5,1,2,1,1,5,2,13,0,1,0,0,60,91.2,3,0,2,16,1,7.0431599159883405,4.677490847567717,4.513054897080286,3.4965075614664802,2.1972245773362196,1.3862943611198906,2.5649493574615367,0.0
449,1230.0,1,Beren Tallhart,beren.tallhart@passport.com,Beren,Tallhart,90,4,4,8,76.94,1,0,0,1,5,1,5,0,0,1,1,50,87.2,3,0,5,8,0,7.114769448366463,4.343025897324149,4.468204330914934,4.499809670330265,1.3862943611198906,1.3862943611198906,1.6094379124341003,0.0
450,1375.0,1,Bethany Fair-Fingers,bethany.fair-fingers@gmail.com,Bethany,Fair-Fingers,32,9,4,8,100.12,1,0,0,0,5,1,0,0,2,1,0,50,118.1,4,0,3,11,0,7.226209010100671,4.6063694665635735,4.771531723203316,3.4657359027997265,2.1972245773362196,1.3862943611198906,0.0,0.0
451,5175.0,1,Betharios of Braavos,betharios.of.braavos@protonmail.com,Betharios,of Braavos,312,6,10,3,464.89,1,1,0,0,5,1,0,8,3,1,0,50,244.8,6,1,4,10,528,8.55159461813357,6.141800818463045,5.500441550638171,5.7430031878094825,1.791759469228055,2.302585092994046,0.0,6.269096283706261
452,1840.0,1,Bharbo,bharbo@gmail.com,Bharbo,Bharbo,94,5,7,3,108.88,1,0,0,1,5,1,11,3,1,0,0,50,170.7,5,1,3,15,144,7.517520850603031,4.69024635834321,5.139907629800395,4.543294782270004,1.6094379124341003,1.9459101490553132,2.3978952727983707,4.969813299576001
453,1507.0,1,Big Boil,big.boil@jnj.com,Big,Boil,42,8,5,10,71.88,1,1,0,1,5,2,0,3,2,0,0,70,132.7,5,0,3,14,0,7.317876198626496,4.274998061915358,4.888090941338162,3.7376696182833684,2.0794415416798357,1.6094379124341003,0.0,0.0
454,1475.0,1,Blind Doss,blind.doss@gmail.com,Blind,Doss,41,8,7,10,155.64,1,6,0,1,5,2,51,1,3,1,1,50,126.4,4,0,3,12,0,7.29641326877392,5.047545648116353,4.839451481712757,3.713572066704308,2.0794415416798357,1.9459101490553132,3.9318256327243257,0.0
455,1407.0,1,Blue Bard,blue.bard@pfizer.com,Blue,Bard,62,3,8,3,104.6,1,0,0,1,6,2,8,7,4,0,0,70,147.0,4,0,3,14,0,7.249215057114389,4.650143551630823,4.990432586778736,4.127134385045092,1.0986122886681098,2.0794415416798357,2.0794415416798357,0.0
456,2633.75,1,Bluetooth,bluetooth@walmart.com,Bluetooth,Bluetooth,42,1,4,4,34.0,1,0,0,0,6,1,5,0,10,0,0,70,104.0,3,0,3,13,0,7.876163965118399,3.5263605246161616,4.6443908991413725,3.7376696182833684,0.0,1.3862943611198906,1.6094379124341003,0.0
457,1360.0,1,Brandon Stark (Bad),brandon.stark.(bad)@amex.com,Brandon,Stark ,40,7,6,1,83.0,1,1,0,1,5,1,21,3,0,1,1,60,179.2,6,0,1,15,0,7.215239978730097,4.418840607796598,5.18850250054083,3.6888794541139363,1.9459101490553132,1.791759469228055,3.044522437723423,0.0
458,2685.0,1,Brandon Stark (son of Cregan),brandon.stark.(son.of.cregan)@apple.com,Brandon,Stark ,87,3,5,8,110.07,1,1,1,1,5,2,12,0,5,0,0,50,176.1,5,0,3,13,0,7.895436006942965,4.701116527035301,5.17105201550216,4.465908118654584,1.0986122886681098,1.6094379124341003,2.4849066497880004,0.0
459,1900.0,1,Briar,briar@ibm.com,Briar,Briar,49,9,7,2,99.2,0,4,0,1,5,1,52,3,2,0,0,50,128.5,4,1,3,14,0,7.549609165154532,4.597138014290827,4.855928904335275,3.8918202981106265,2.1972245773362196,1.9459101490553132,3.9512437185814275,0.0
460,995.0,1,Brusco,brusco@yahoo.com,Brusco,Brusco,16,4,11,8,79.92,1,3,0,1,5,2,1,0,0,1,0,50,91.2,3,0,2,15,0,6.902742737158593,4.381026134340298,4.513054897080286,2.772588722239781,1.3862943611198906,2.3978952727983707,0.0,0.0
461,1564.0,1,Bryan Frey,bryan.frey@gmail.com,Bryan,Frey,37,2,6,4,97.5,1,2,0,1,5,1,0,0,4,0,0,60,92.6,3,1,2,15,0,7.355001921105257,4.579852378003801,4.528289141652134,3.6109179126442243,0.6931471805599453,1.791759469228055,0.0,0.0
462,876.75,1,Bryen Caron,bryen.caron@microsoft.com,Bryen,Caron,13,1,11,2,86.12,1,2,0,1,6,1,13,0,2,0,0,50,95.2,3,0,2,15,0,6.776221889020287,4.4557416724961625,4.55597994179732,2.5649493574615367,0.0,2.3978952727983707,2.5649493574615367,0.0
463,4875.0,1,Brynden Tully,brynden.tully@ge.org,Brynden,Tully,104,6,9,6,147.18,1,2,0,1,6,1,32,5,1,1,1,60,195.0,5,1,4,11,480,8.491875383431948,4.991656327498453,5.272999558563747,4.6443908991413725,1.791759469228055,2.1972245773362196,3.4657359027997265,6.173786103901937
464,1900.0,1,Buford Bulwer,buford.bulwer@gmail.com,Buford,Bulwer,42,8,7,10,184.9,1,3,0,1,5,1,0,0,1,1,0,60,262.0,10,1,3,12,1,7.549609165154532,5.219815138393079,5.568344503761097,3.7376696182833684,2.0794415416798357,1.9459101490553132,0.0,0.0
465,1655.0,1,Butterbumps,butterbumps@yahoo.com,Butterbumps,Butterbumps,106,4,7,6,105.0,1,4,0,0,6,1,0,7,2,1,1,70,166.1,6,1,2,17,0,7.411556287811163,4.653960350157523,5.112590016619249,4.663439094112067,1.3862943611198906,1.9459101490553132,0.0,0.0
466,1040.0,1,Cellador,cellador@apple.com,Cellador,Cellador,14,7,12,2,52.53,1,1,0,1,6,1,0,0,1,0,0,50,129.6,3,1,2,17,203,6.946975992135418,3.9613844349658702,4.864452783918174,2.6390573296152584,1.9459101490553132,2.4849066497880004,0.0,5.313205979041787
467,1415.0,1,Clarence Charlton,clarence.charlton@yahoo.com,Clarence,Charlton,57,9,5,6,103.0,1,2,0,1,6,2,12,0,0,0,0,50,133.7,5,1,2,17,0,7.254884810077338,4.634728988229636,4.895598484107897,4.04305126783455,2.1972245773362196,1.6094379124341003,2.4849066497880004,0.0
468,1500.0,1,Clubfoot Karl,clubfoot.karl@nike.com,Clubfoot,Karl,152,6,4,3,68.06,1,1,0,0,5,1,4,7,5,0,0,50,155.8,5,1,3,11,0,7.313220387090301,4.22038966907276,5.048573133436648,5.0238805208462765,1.791759469228055,1.3862943611198906,1.3862943611198906,0.0
469,1207.0,1,Clydas,clydas@cocacola.com,Clydas,Clydas,51,4,6,10,59.85,1,4,0,1,5,2,0,0,2,0,0,70,89.4,3,0,2,15,0,7.095893221097532,4.091841432003982,4.493120682179469,3.9318256327243257,1.3862943611198906,1.791759469228055,0.0,0.0
470,4410.0,1,Colen of Greenpools,colen.of.greenpools@protonmail.com,Colen,of Greenpools,126,1,5,5,30.0,1,2,0,0,6,1,10,1,5,0,0,70,196.1,5,1,3,12,0,8.391629968440892,3.4011973816621555,5.2786247332023,4.836281906951478,0.0,1.6094379124341003,2.302585092994046,0.0
471,1550.0,1,Colin Florent,colin.florent@protonmail.com,Colin,Florent,104,4,5,7,107.52,1,5,0,1,5,2,0,0,3,0,0,70,109.4,3,2,3,14,216,7.346010209913293,4.677676876774839,4.695010889987881,4.6443908991413725,1.3862943611198906,1.6094379124341003,0.0,5.375278407684165
472,3577.5,1,Coratt,coratt@protonmail.com,Coratt,Coratt,70,2,8,1,154.02,1,3,0,1,5,2,0,2,0,1,1,70,180.1,4,2,3,13,0,8.182419511430606,5.037082464111104,5.19351225218191,4.248495242049359,0.6931471805599453,2.0794415416798357,0.0,0.0
473,2070.0,1,Cotter Pyke,cotter.pyke@gmail.com,Cotter,Pyke,64,9,8,9,109.9,1,2,0,1,6,1,6,0,0,0,0,50,176.4,5,1,3,14,192,7.635303886259415,4.699570861409576,5.172754143572691,4.1588830833596715,2.1972245773362196,2.0794415416798357,1.791759469228055,5.2574953720277815
474,1850.0,1,Courtenay Greenhill,courtenay.greenhill@amex.com,Courtenay,Greenhill,66,3,7,3,89.77,0,0,0,0,5,1,0,4,1,0,0,70,173.3,5,1,3,15,0,7.52294091807237,4.497250843768597,5.155024196721561,4.189654742026425,1.0986122886681098,1.9459101490553132,0.0,0.0
475,2030.0,1,Cregan Stark,cregan.stark@protonmail.com,Cregan,Stark,145,4,8,2,106.41,1,5,0,1,6,2,0,0,7,1,0,70,151.2,4,0,4,11,264,7.615791072035833,4.6672995574536404,5.018603463745433,4.976733742420574,1.3862943611198906,2.0794415416798357,0.0,5.575949103146316
476,1345.0,1,Creighton Longbough,creighton.longbough@microsoft.com,Creighton,Longbough,86,3,5,7,90.6,1,3,1,1,5,2,12,0,12,0,0,50,126.9,5,0,2,15,216,7.20414929203594,4.506454213048934,4.843399374720342,4.454347296253507,1.0986122886681098,1.6094379124341003,2.4849066497880004,5.375278407684165
477,1185.0,1,Cynthea Frey,cynthea.frey@cisco.com,Cynthea,Frey,27,9,5,6,82.8,1,0,0,1,6,1,14,0,2,0,0,70,121.6,4,0,2,15,0,7.077498053569231,4.416428061391214,4.800736969532067,3.295836866004329,2.1972245773362196,1.6094379124341003,2.6390573296152584,0.0
478,3555.0,1,Dacey Mormont,dacey.mormont@protonmail.com,Dacey,Mormont,132,3,9,9,153.98,1,0,0,0,6,1,0,0,4,0,0,50,289.8,8,1,3,12,0,8.176110342237342,5.0368227238499035,5.669191029886582,4.882801922586371,1.0986122886681098,2.1972245773362196,0.0,0.0
479,1120.0,1,Daegon Shepherd,daegon.shepherd@gmail.com,Daegon,Shepherd,96,2,7,1,87.3,1,0,0,1,5,1,11,3,8,1,0,60,190.2,6,0,3,13,0,7.02108396428914,4.469350462845557,5.24807615011129,4.564348191467836,0.6931471805599453,1.9459101490553132,2.3978952727983707,0.0
480,2130.0,1,Daemon I Blackfyre,daemon.i.blackfyre@yahoo.com,Daemon,I Blackfyre,214,4,8,2,78.04,1,1,0,1,5,1,39,4,3,1,0,70,135.8,4,1,3,13,240,7.6638772587034705,4.357221515754911,4.911183215124596,5.365976015021851,1.3862943611198906,2.0794415416798357,3.6635616461296463,5.480638923341991
481,3127.25,1,Daemon Targaryen,daemon.targaryen@yahoo.com,Daemon,Targaryen,69,1,6,10,30.0,1,2,0,1,4,1,49,2,0,0,0,60,155.3,4,0,3,12,0,8.047909303094851,3.4011973816621555,5.045358730154642,4.23410650459726,0.0,1.791759469228055,3.8918202981106265,0.0
482,1876.0,1,Daeron Targaryen (son of Viserys I),daeron.targaryen.(son.of.viserys.i)@dupont.com,Daeron,Targaryen ,68,3,8,6,43.1,1,1,2,0,6,2,0,0,5,0,0,60,124.6,3,1,3,11,20,7.53689712956617,3.763522997109702,4.825108606353353,4.219507705176107,1.0986122886681098,2.0794415416798357,0.0,2.995732273553991
483,1600.0,1,Dagon Ironmaker,dagon.ironmaker@yahoo.com,Dagon,Ironmaker,52,9,6,4,60.0,1,0,0,1,6,1,13,0,4,0,0,50,126.8,5,2,2,16,88,7.3777589082278725,4.0943445622221,4.842611042003125,3.9512437185814275,2.1972245773362196,1.791759469228055,2.5649493574615367,4.477336814478207
484,5916.0,1,Dagos Manwoody,dagos.manwoody@caterpillar.com,Dagos,Manwoody,145,2,6,7,134.93,1,3,0,0,5,1,0,0,2,1,0,70,246.4,7,1,4,9,554,8.68541582383069,4.904756125442696,5.506956231659364,4.976733742420574,0.6931471805599453,1.791759469228055,0.0,6.317164686747284
485,1390.0,1,Damon Dance-for-Me,damon.dance-for-me@yahoo.com,Damon,Dance-for-Me,45,8,6,3,95.0,1,0,0,1,6,2,0,8,3,0,0,60,163.2,4,1,2,15,183,7.237059026124737,4.553876891600541,5.094976442530006,3.8066624897703196,2.0794415416798357,1.791759469228055,0.0,5.209486152841421
486,4072.5,1,Damon Lannister (son of Jason),damon.lannister.(son.of.jason)@gmail.com,Damon,Lannister ,70,8,8,1,136.14,1,3,0,1,6,2,12,2,3,0,0,60,180.8,5,1,4,11,285,8.3120123404762,4.913683768019805,5.1973914479580765,4.248495242049359,2.0794415416798357,2.0794415416798357,2.4849066497880004,5.652489180268651
487,3685.5,1,Dancy,dancy@protonmail.com,Dancy,Dancy,101,4,8,8,44.43,1,7,0,1,5,1,9,0,11,1,0,60,164.8,3,1,3,14,186,8.212161480629344,3.7939149169478172,5.1047326174753715,4.61512051684126,1.3862943611198906,2.0794415416798357,2.1972245773362196,5.225746673713202
488,2000.0,1,Danos Slynt,danos.slynt@boeing.com,Danos,Slynt,125,3,7,7,20.45,1,0,0,0,6,2,9,4,1,0,0,70,160.7,5,0,3,12,456,7.600902459542082,3.017982882488811,5.0795392727434665,4.8283137373023015,1.0986122886681098,1.9459101490553132,2.1972245773362196,6.1224928095143865
489,910.0,1,Delonne Allyrion,delonne.allyrion@protonmail.com,Delonne,Allyrion,16,7,11,10,56.92,1,1,0,0,5,1,8,3,4,1,1,60,79.0,2,0,2,17,0,6.813444599510896,4.041646773221651,4.3694478524670215,2.772588722239781,1.9459101490553132,2.3978952727983707,2.0794415416798357,0.0
490,1000.0,1,Delp,delp@pg.com,Delp,Delp,14,7,12,2,90.0,1,4,0,1,6,1,8,0,3,0,0,60,139.2,4,0,1,17,0,6.907755278982137,4.499809670330265,4.935911747900319,2.6390573296152584,1.9459101490553132,2.4849066497880004,2.0794415416798357,0.0
491,1525.0,1,Denys Arryn,denys.arryn@homedepot.com,Denys,Arryn,101,2,8,4,110.19,1,1,0,1,5,2,2,0,0,0,0,50,152.7,4,1,3,12,0,7.329749689041512,4.702206148499686,5.028475212224587,4.61512051684126,0.6931471805599453,2.0794415416798357,0.6931471805599453,0.0
492,2640.0,1,Denys Mallister,denys.mallister@protonmail.com,Denys,Mallister,94,7,7,10,82.58,1,0,0,1,5,2,37,0,1,0,0,70,176.8,6,0,3,14,252,7.878534196140362,4.413767520457944,5.175019150203543,4.543294782270004,1.9459101490553132,1.9459101490553132,3.6109179126442243,5.529429087511423
493,1715.0,1,Denyse Hightower,denyse.hightower@apple.com,Denyse,Hightower,46,5,4,1,68.03,1,0,0,1,5,1,52,0,5,0,0,70,173.0,4,0,3,13,0,7.44716835960004,4.219948784356969,5.153291594497779,3.828641396489095,1.6094379124341003,1.3862943611198906,3.9512437185814275,0.0
494,1385.0,1,Desmond Grell,desmond.grell@yahoo.com,Desmond,Grell,41,9,4,9,117.72,0,0,0,0,6,1,0,4,0,1,1,50,90.8,2,0,3,13,0,7.233455418621439,4.7683089233652725,4.508659285607248,3.713572066704308,2.1972245773362196,1.3862943611198906,0.0,0.0
495,1685.0,1,Dickon Frey,dickon.frey@homedepot.com,Dickon,Frey,51,6,6,1,101.0,1,1,0,1,6,2,8,0,2,0,0,60,206.1,6,1,3,12,252,7.429520842786462,4.61512051684126,5.328361487896413,3.9318256327243257,1.791759469228055,1.791759469228055,2.0794415416798357,5.529429087511423
496,1730.0,1,Dickon Tarly,dickon.tarly@jnj.com,Dickon,Tarly,48,8,7,5,102.6,1,4,0,1,6,1,0,0,6,0,0,60,128.7,3,2,3,13,0,7.455876687491824,4.630837932736669,4.857484114602081,3.871201010907891,2.0794415416798357,1.9459101490553132,0.0,0.0
497,1835.0,1,Domeric Bolton,domeric.bolton@gmail.com,Domeric,Bolton,76,3,6,8,85.44,1,2,0,1,5,1,0,0,0,1,1,70,172.0,5,1,3,15,0,7.51479976048867,4.447814375211885,5.147494476813453,4.330733340286331,1.0986122886681098,1.791759469228055,0.0,0.0
498,1930.0,1,Donal Noye,donal.noye@gmail.com,Donal,Noye,104,5,7,2,110.28,1,2,0,1,6,1,2,0,5,0,0,50,181.2,6,0,3,14,0,7.5652752818989315,4.703022586155596,5.199601393608879,4.6443908991413725,1.6094379124341003,1.9459101490553132,0.6931471805599453,0.0
499,1805.0,1,Donella Hornwood,donella.hornwood@passport.com,Donella,Hornwood,96,4,6,7,106.75,1,0,1,1,5,1,34,0,1,1,1,70,142.5,5,1,3,13,272,7.498315870766981,4.670489652108734,4.959341999708705,4.564348191467836,1.3862943611198906,1.791759469228055,3.5263605246161616,5.605802066295998
500,1499.0,1,Donnel Drumm,donnel.drumm@amex.com,Donnel,Drumm,43,7,7,2,71.96,1,0,1,1,5,2,13,0,5,0,0,60,145.6,4,1,3,14,0,7.312553498102598,4.2761104090823325,4.980863135762585,3.7612001156935624,1.9459101490553132,1.9459101490553132,2.5649493574615367,0.0
501,2587.5,1,Donnel Waynwood,donnel.waynwood@caterpillar.com,Donnel,Waynwood,45,6,10,5,64.53,1,0,0,0,6,2,2,1,3,0,0,70,129.6,4,0,3,13,136,7.858447437573624,4.167130231947748,4.864452783918174,3.8066624897703196,1.791759469228055,2.302585092994046,0.6931471805599453,4.912654885736052
502,4042.5,1,Donyse,donyse@yahoo.com,Donyse,Donyse,73,9,10,4,133.86,1,2,0,1,5,1,5,0,8,0,0,70,169.8,6,1,4,10,340,8.304618591451263,4.896794477672496,5.134621273877247,4.290459441148391,2.1972245773362196,2.302585092994046,1.6094379124341003,5.8289456176102075
503,3540.0,1,Dykk Harlaw,dykk.harlaw@yahoo.com,Dykk,Harlaw,137,6,9,9,115.99,1,1,0,1,6,1,0,0,1,0,0,70,237.4,8,1,4,10,340,8.17188200612782,4.753503980493785,5.469746482175568,4.919980925828125,1.791759469228055,2.1972245773362196,0.0,5.8289456176102075
504,900.0,1,Ebrose,ebrose@mcdonalds.com,Ebrose,Ebrose,15,6,12,3,213.30999999999997,1,2,0,1,6,1,14,1,3,1,0,70,96.0,3,0,1,16,0,6.802394763324311,5.3627465067037265,4.564348191467836,2.70805020110221,1.791759469228055,2.4849066497880004,2.6390573296152584,0.0
505,2975.0,1,Eddison Tollett,eddison.tollett@intel.com,Eddison,Tollett,75,1,5,6,32.0,1,0,0,1,6,2,2,0,1,1,0,50,167.0,5,0,3,13,0,7.99799931797973,3.4657359027997265,5.117993812416755,4.31748811353631,0.0,1.6094379124341003,0.6931471805599453,0.0
506,3325.0,1,Edrick Stark,edrick.stark@disney.com,Edrick,Stark,40,1,8,8,49.0,1,0,0,1,5,2,0,7,0,0,0,70,196.9,6,1,3,11,0,8.109224953089955,3.8918202981106265,5.28269598564508,3.6888794541139363,0.0,2.0794415416798357,0.0,0.0
507,3090.0,1,Edwyn Frey,edwyn.frey@chevron.com,Edwyn,Frey,212,4,9,1,120.52,1,1,0,1,6,1,0,8,1,0,0,70,194.7,6,1,3,14,0,8.035926369891792,4.791815714262101,5.271459912378154,5.356586274672012,1.3862943611198906,2.1972245773362196,0.0,0.0
508,1840.0,1,Eldiss,eldiss@amex.com,Eldiss,Eldiss,53,6,9,2,92.09,1,2,0,1,7,2,10,6,8,0,0,70,154.0,4,0,3,15,0,7.517520850603031,4.522766359733276,5.0369526024136295,3.970291913552122,1.791759469228055,2.1972245773362196,2.302585092994046,0.0
509,1600.0,1,Eldon Estermont,eldon.estermont@jnj.com,Eldon,Estermont,42,6,7,10,105.84,1,1,0,1,6,1,41,0,2,0,0,60,147.2,5,1,3,13,76,7.3777589082278725,4.6619285198067,4.991792206294776,3.7376696182833684,1.791759469228055,1.9459101490553132,3.713572066704308,4.330733340286331
510,2775.0,1,Eldred Codd,eldred.codd@hotmail.com,Eldred,Codd,97,3,4,8,126.0,0,2,0,1,5,1,23,5,1,0,0,50,125.2,2,1,3,15,0,7.928406026180535,4.836281906951478,4.829912458665998,4.574710978503383,1.0986122886681098,1.3862943611198906,3.1354942159291497,0.0
